locality_name,city,zone,metro_status,nearest_metro_station,tech_park_proximity,nearest_tech_park,tech_park_km_approx,nearest_metro_line,nearest_metro_km,metro_access_sample,metro_access_verified,metro_flag_agrees,nearest_metro_station_today,nearest_metro_km_today,tech_park_band,it_park_count_5km,nearest_rail_station,rail_station_km,airport_km,school_count_2km,hospital_count_2km,retail_count_2km,latitude,longitude,distance_to_cbd_km,geo_district,geo_state,n_listings_2022,first_posted_on,last_posted_on,geocode_confidence,geocode_match_name,geocode_feature_type,geocode_query,reference_year,metro_status_asof
"Lodha Eternis, Chakala MIDC",Mumbai,east,operational,Western Express Highway,yes,SEEPZ Andheri East,0.8,blue,0.57,yes,yes,TRUE,Western Express Highway,0.57,0-3km,16,Andheri,1.69,2.8,29,68,3,19.1152873,72.8618085,19.82,K/E Ward,Maharashtra,1,7/7/2022,7/7/2022,high,Chakala,place/neighbourhood,Chakala MIDC,2022,4/13/2022
"Lodha Fiorenza, Goregaon East",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.62,red,0.37,yes,yes,TRUE,Aarey,0.37,0-3km,5,Goregaon,0.77,8.83,14,72,6,19.1692623,72.8552548,25.71,P/S Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Goregaon East,place/suburb,Goregaon East,2022,4/13/2022
"Lodha Kiara, Worli Hill",Mumbai,south,under_construction,Western Express Highway,yes,Lower Parel Business District,1.88,blue,13.91,yes,no,FALSE,Acharya Atre Chowk,0.45,0-3km,2,Lower Parel,1.78,11.54,19,14,6,18.9975217,72.8134128,6.93,G/S Ward,Maharashtra,2,6/23/2022,7/9/2022,low,Worli Hill Road,highway/residential,Worli Hill,2022,4/13/2022
"Lodha Marquise, Worli",Mumbai,south,under_construction,Western Express Highway,yes,Lower Parel Business District,1.63,blue,12.27,yes,no,FALSE,Worli,0.38,0-3km,4,Prabhadevi,1.95,9.92,31,22,6,19.0117388,72.8178706,8.32,G/S Ward,Maharashtra,3,5/14/2022,6/20/2022,high,Worli,place/suburb,Worli,2022,4/13/2022
"Lodha Marquise, Worli Sea Face",Mumbai,south,under_construction,Western Express Highway,yes,Lower Parel Business District,1.74,blue,12.53,yes,no,FALSE,Worli,0.42,0-3km,4,Prabhadevi,2.16,10.2,24,17,6,19.0100374,72.8155708,8.19,G/S Ward,Maharashtra,1,7/7/2022,7/7/2022,low,Khan Abdul Gaffar Khan Marg,highway/primary,Worli Sea Face,2022,4/13/2022
"Lodha NCP Commercial , Wadala",Mumbai,south,none,Ghatkopar L1,yes,Bandra Kurla Complex,4.6,blue,7.46,no,no,TRUE,Dharavi,3.49,3-6km,4,Bhakti Park,0.29,7.16,16,16,0,19.0269192,72.8759337,10.69,F/N Ward,Maharashtra,1,6/4/2022,6/4/2022,high,Wadala,place/suburb,Wadala,2022,4/13/2022
"Lodha New Cuffe Parade, Bhakti Park",Mumbai,south,none,Ghatkopar L1,yes,Bandra Kurla Complex,4.6,blue,7.2,no,no,TRUE,Chembur,3.23,3-6km,4,Bhakti Park,0.24,7.14,5,8,0,19.0278681,72.8795682,10.94,M/W Ward,Maharashtra,3,6/30/2022,7/9/2022,high,Bhakti Park,place/neighbourhood,Bhakti Park,2022,4/13/2022
"Lodha New Cuffe Parade, Wadala",Mumbai,south,none,Ghatkopar L1,yes,Bandra Kurla Complex,4.6,blue,7.46,no,no,TRUE,Dharavi,3.49,3-6km,4,Bhakti Park,0.29,7.16,16,16,0,19.0269192,72.8759337,10.69,F/N Ward,Maharashtra,2,5/30/2022,6/30/2022,high,Wadala,place/suburb,Wadala,2022,4/13/2022
"Lodha New Cuffe Parade, Wadala East",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,2.97,blue,9.65,yes,no,FALSE,Dadar,1.88,0-3km,3,Dadar East,0.3,8.3,60,64,7,19.0158783,72.8550732,8.82,F/N Ward,Maharashtra,3,6/23/2022,7/9/2022,high,Wadala Village,place/neighbourhood,Wadala East,2022,4/13/2022
"Lodha Primero, Mahalakshmi",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,1.96,blue,14.35,yes,no,FALSE,Science Centre,0.34,0-3km,2,Mahalaxmi,0.95,12.15,31,32,9,18.9892129,72.8186798,5.87,G/S Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Mahalakshmi,place/suburb,Mahalakshmi,2022,4/13/2022
"Lodha The Park, Worli",Mumbai,south,under_construction,Western Express Highway,yes,Lower Parel Business District,1.63,blue,12.27,yes,no,FALSE,Worli,0.38,0-3km,4,Prabhadevi,1.95,9.92,31,22,6,19.0117388,72.8178706,8.32,G/S Ward,Maharashtra,3,6/8/2022,6/16/2022,high,Worli,place/suburb,Worli,2022,4/13/2022
"Lodha Venezia, Parel",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,1.42,blue,11.1,yes,no,FALSE,Siddhivinayak Temple,1.47,0-3km,3,Parel,0.52,9.34,64,73,5,19.0084268,72.842505,7.78,F/S Ward,Maharashtra,1,7/7/2022,7/7/2022,high,Parel,place/suburb,Parel,2022,4/13/2022
"Lodha World Crest, Lower Parel",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,0,blue,12.39,yes,no,FALSE,Worli,1.32,0-3km,3,Prabhadevi,0.77,10.28,50,55,8,19.0029881,72.8303219,7.16,G/S Ward,Maharashtra,3,5/14/2022,7/9/2022,high,Lower Parel,place/suburb,Lower Parel,2022,4/13/2022
Lokhandwala Complex,Mumbai,west,operational,Versova,yes,Nirlon Knowledge Park,3.29,blue,1.47,yes,yes,TRUE,Lower Oshiwara,0.79,3-6km,7,Jogeshwari (Harbour Line),2.62,7.13,28,67,21,19.1430985,72.8246055,22.75,K/W Ward,Maharashtra,5,6/4/2022,7/9/2022,high,Lokhandwala Complex,place/neighbourhood,Lokhandwala Complex,2022,4/13/2022
"Lokhandwala Octacrest, Lokhandwala Twp",Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,6/23/2022,6/23/2022,none,,,,2022,4/13/2022
"lokhandwala residency, Worli",Mumbai,south,under_construction,Western Express Highway,yes,Lower Parel Business District,1.63,blue,12.27,yes,no,FALSE,Worli,0.38,0-3km,4,Prabhadevi,1.95,9.92,31,22,6,19.0117388,72.8178706,8.32,G/S Ward,Maharashtra,2,5/14/2022,6/18/2022,high,Worli,place/suburb,Worli,2022,4/13/2022
"Lovedale Residences, Malad West",Mumbai,north,operational,Kurar,yes,Mindspace Malad,0,red,1.85,yes,yes,TRUE,Malad (West),0.58,0-3km,3,Malad,0.83,10.68,24,94,13,19.1840129,72.8412155,27.27,P/N Ward,Maharashtra,1,4/27/2022,4/27/2022,high,Malad West,place/suburb,Malad West,2022,4/13/2022
Lower Parel,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,0,blue,12.39,yes,no,FALSE,Worli,1.32,0-3km,3,Prabhadevi,0.77,10.28,50,55,8,19.0029881,72.8303219,7.16,G/S Ward,Maharashtra,4,5/19/2022,7/6/2022,high,Lower Parel,place/suburb,Lower Parel,2022,4/13/2022
"Madhugiri Society, Chembur",Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.65,blue,4.52,yes,no,FALSE,Chembur,0.67,3-6km,5,Fertilizer Township,0.49,5.7,28,75,9,19.0482121,72.8941022,13.64,M/W Ward,Maharashtra,1,7/4/2022,7/4/2022,high,"Navjivan Society, Chembur",place/neighbourhood,Madhugiri Society Chembur,2022,4/13/2022
"Magnum Tower CHS, Lokhandwala Complex",Mumbai,west,operational,Versova,yes,Nirlon Knowledge Park,3.29,blue,1.47,yes,yes,TRUE,Lower Oshiwara,0.79,3-6km,7,Jogeshwari (Harbour Line),2.62,7.13,28,67,21,19.1430985,72.8246055,22.75,K/W Ward,Maharashtra,1,6/27/2022,6/27/2022,high,Lokhandwala Complex,place/neighbourhood,Lokhandwala Complex,2022,4/13/2022
Mahajan Wadi,Mumbai,east,none,Aarey,yes,Wagle Estate Thane,2.97,red,10.08,no,no,TRUE,Azad Nagar Bus Stop,8.15,0-3km,8,Mulund,0.21,13.27,40,85,19,19.172087,72.9547352,28.81,T Ward,Maharashtra,1,7/7/2022,7/7/2022,low,Mahajan Wadi,amenity/community_centre,Mahajan Wadi,2022,4/13/2022
"Mahalaxmi CHS, Worli",Mumbai,south,under_construction,Western Express Highway,yes,Lower Parel Business District,1.63,blue,12.27,yes,no,FALSE,Worli,0.38,0-3km,4,Prabhadevi,1.95,9.92,31,22,6,19.0117388,72.8178706,8.32,G/S Ward,Maharashtra,2,6/18/2022,6/27/2022,high,Worli,place/suburb,Worli,2022,4/13/2022
Mahatama Gandhi Road,Mumbai,east,none,Poisar,yes,Wagle Estate Thane,2.4,red,11.07,no,no,TRUE,Azad Nagar Bus Stop,6.71,0-3km,13,Thane,1.11,14.92,36,125,13,19.1823519,72.9661409,30.37,Kopri,Maharashtra,1,4/27/2022,4/27/2022,low,Mahatama Gandhi Road,highway/secondary,Mahatama Gandhi Road,2022,4/13/2022
Mahavir Nagar,Mumbai,north,operational,Kandivali (West),yes,Mindspace Malad,3.46,yellow,0.12,yes,yes,TRUE,Kandivali (West),0.12,3-6km,0,Kandivali,1.89,14.13,25,74,8,19.2149882,72.8378643,30.71,R/S Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Mahavir Nagar,place/quarter,Mahavir Nagar,2022,4/13/2022
Mahim,Mumbai,south,under_construction,Chakala - J.B. Nagar,yes,Bandra Kurla Complex,3.87,blue,8.28,yes,no,FALSE,Shitala Devi Mandir,0.48,3-6km,6,Mahim Junction,0.73,5.85,45,55,8,19.0423145,72.8398344,11.52,G/N Ward,Maharashtra,2,7/6/2022,7/6/2022,high,Mahim,place/suburb,Mahim,2022,4/13/2022
Mahim West,Mumbai,south,under_construction,Asalpha,yes,Bandra Kurla Complex,3.66,blue,8.09,yes,no,FALSE,Shitala Devi Mandir,0.59,3-6km,7,Mahim Junction,0.21,5.92,65,72,9,19.0389719,72.8475766,11.21,G/N Ward,Maharashtra,4,6/5/2022,7/9/2022,low,Mahim Railway FOB,highway/construction,Mahim West,2022,4/13/2022
"Mahindra Splendour, Bhandup West",Mumbai,east,none,Saki Naka,yes,Godrej One Vikhroli,4.64,blue,6.78,no,no,TRUE,Aarey JVLR,5.5,3-6km,6,Bhandup,0.55,9.73,20,42,4,19.1462636,72.9339461,25.29,S Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Bhandup West,place/suburb,Bhandup West,2022,4/13/2022
"Mahindra Vivante, Chakala",Mumbai,east,operational,Western Express Highway,yes,SEEPZ Andheri East,0.8,blue,0.57,yes,yes,TRUE,Western Express Highway,0.57,0-3km,16,Andheri,1.69,2.8,29,68,3,19.1152873,72.8618085,19.82,K/E Ward,Maharashtra,1,5/27/2022,5/27/2022,high,Chakala,place/neighbourhood,Chakala,2022,4/13/2022
Malabar Hill,Mumbai,south,under_construction,Ghatkopar L1,yes,Nariman Point CBD,4.06,blue,18.04,yes,no,FALSE,Grant Road,1.64,3-6km,0,Grant Road,1.43,15.96,35,50,2,18.9581616,72.8033665,4,D Ward,Maharashtra,3,5/14/2022,6/22/2022,high,Malabar Hill,place/suburb,Malabar Hill,2022,4/13/2022
Malad East,Mumbai,north,operational,Kurar,yes,Mindspace Malad,1.6,red,0.27,yes,yes,TRUE,Kurar,0.27,0-3km,3,Malad,0.82,10.68,19,95,8,19.1860219,72.8563181,27.58,P/N Ward,Maharashtra,4,5/14/2022,7/9/2022,high,Malad East,place/suburb,Malad East,2022,4/13/2022
Malad West,Mumbai,north,operational,Kurar,yes,Mindspace Malad,0,red,1.85,yes,yes,TRUE,Malad (West),0.58,0-3km,3,Malad,0.83,10.68,24,94,13,19.1840129,72.8412155,27.27,P/N Ward,Maharashtra,4,5/5/2022,6/23/2022,high,Malad West,place/suburb,Malad West,2022,4/13/2022
Mamletdarwadi,Mumbai,north,operational,Kurar,yes,Mindspace Malad,0.58,red,1.54,yes,yes,TRUE,Malad (West),0.92,0-3km,3,Malad,0.53,11.13,26,107,10,19.188589,72.8438991,27.79,P/N Ward,Maharashtra,1,5/29/2022,5/29/2022,low,Mamlatdar Wadi,amenity/townhall,Mamletdarwadi,2022,4/13/2022
"Man Opus, Kashimira",Mumbai,north,under_construction,Anand Nagar,no,Wagle Estate Thane,11.07,yellow,2.77,yes,no,FALSE,Kashigaon,0.48,6km+,0,Mira Road,3.03,20.73,4,11,6,19.2755399,72.8841851,37.79,Mira-Bhayander,Maharashtra,1,6/14/2022,6/14/2022,high,Kashimira,place/suburb,Kashimira,2022,4/13/2022
"Man Opus, Mira Road",Mumbai,north,operational,Anand Nagar,no,Mindspace Malad,10.4,yellow,2.05,yes,yes,TRUE,Miragaon,0.14,6km+,0,Mira Road,2.91,20.06,4,13,6,19.2697552,72.8807127,37.11,Kashimira,Maharashtra,2,5/4/2022,5/23/2022,medium,Man Opus,landuse/residential,Man Opus Mira Road,2022,4/13/2022
"Man Opus, Mira Road East",Mumbai,north,operational,Anand Nagar,no,Mindspace Malad,10.4,yellow,2.05,yes,yes,TRUE,Miragaon,0.14,6km+,0,Mira Road,2.91,20.06,4,13,6,19.2697552,72.8807127,37.11,Kashimira,Maharashtra,1,6/13/2022,6/13/2022,medium,Man Opus,landuse/residential,Man Opus,2022,4/13/2022
"Manavsthal, Andheri East",Mumbai,west,operational,Western Express Highway,yes,SEEPZ Andheri East,0,blue,0.23,yes,yes,TRUE,Gundavali,0.18,0-3km,15,Andheri,0.92,3,36,92,5,19.1158835,72.854202,19.79,K/E Ward,Maharashtra,1,7/7/2022,7/7/2022,high,Andheri East,place/suburb,Manavsthal Andheri East,2022,4/13/2022
"Manibhadra Avenue, Morya Nagar",Mumbai,east,none,Anand Nagar,no,Wagle Estate Thane,6.98,yellow,9.52,no,no,TRUE,Azad Nagar Bus Stop,3.37,6km+,2,Kharbhav,5.05,21.42,8,12,5,19.2610829,72.9569184,38.04,Anand Nagar,Maharashtra,1,6/20/2022,6/20/2022,medium,KIPL Morya,landuse/residential,Morya Nagar,2022,4/13/2022
"Marathon Embryo, Bhandup West",Mumbai,east,none,Saki Naka,yes,Godrej One Vikhroli,4.64,blue,6.78,no,no,TRUE,Aarey JVLR,5.5,3-6km,6,Bhandup,0.55,9.73,20,42,4,19.1462636,72.9339461,25.29,S Ward,Maharashtra,1,7/4/2022,7/4/2022,high,Bhandup West,place/suburb,Bhandup West,2022,4/13/2022
"Marathon Next Gen Era, Lower Parel",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,0,blue,12.39,yes,no,FALSE,Worli,1.32,0-3km,3,Prabhadevi,0.77,10.28,50,55,8,19.0029881,72.8303219,7.16,G/S Ward,Maharashtra,1,6/20/2022,6/20/2022,high,Lower Parel,place/suburb,Lower Parel,2022,4/13/2022
"Marigold-5, Beverly Park",Mumbai,north,under_construction,Anand Nagar,no,Mindspace Malad,11.76,yellow,3.3,yes,no,FALSE,Kashigaon,1.69,6km+,0,Mira Road,1.32,21.88,13,47,4,19.2868429,72.8673591,38.85,Mira,Maharashtra,1,6/26/2022,6/26/2022,medium,Beverly Park,highway/bus_stop,Beverly Park,2022,4/13/2022
"Marine Palace, Marine Lines",Mumbai,south,under_construction,Ghatkopar L1,yes,Nariman Point CBD,2.08,blue,18.01,yes,no,FALSE,Kalbadevi,0.37,0-3km,0,Marine Lines,0,16.58,34,52,10,18.945764,72.8237193,1.45,C Ward,Maharashtra,1,6/30/2022,6/30/2022,medium,Marine Lines,railway/station,Marine Palace Marine Lines,2022,4/13/2022
Matunga East,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,3.45,blue,8.94,yes,no,FALSE,Dadar,1.38,3-6km,5,Matunga,0.25,7.21,85,93,8,19.0261579,72.8520846,9.87,F/N Ward,Maharashtra,1,7/6/2022,7/6/2022,high,Matunga East,place/suburb,Matunga East,2022,4/13/2022
"Mayfair Sonata Greens, Park Site Colony",Mumbai,east,operational,Jagruti Nagar,yes,Hiranandani Business Park Powai,1.21,blue,1.66,yes,yes,TRUE,Jagruti Nagar,1.66,0-3km,11,Vikhroli,1.8,5.56,12,48,11,19.1016318,72.9144376,19.92,N Ward,Maharashtra,1,6/15/2022,6/15/2022,high,Park Site Colony,place/neighbourhood,Park Site Colony,2022,4/13/2022
"Mayuresh Srishti, Bhandup West",Mumbai,east,none,Saki Naka,yes,Godrej One Vikhroli,4.64,blue,6.78,no,no,TRUE,Aarey JVLR,5.5,3-6km,6,Bhandup,0.55,9.73,20,42,4,19.1462636,72.9339461,25.29,S Ward,Maharashtra,1,6/27/2022,6/27/2022,high,Bhandup West,place/suburb,Bhandup West,2022,4/13/2022
Mazgaon,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,3.85,blue,14.81,yes,no,FALSE,Mahalaxmi,1.93,3-6km,1,Dockyard Road,0.48,13.59,24,37,4,18.9697337,72.8406201,3.48,E Ward,Maharashtra,3,4/28/2022,6/4/2022,high,Mazgaon,place/suburb,Mazgaon,2022,4/13/2022
Mehboob Studio,Mumbai,south,under_construction,Western Express Highway,yes,Bandra Kurla Complex,4.66,blue,7.78,yes,no,FALSE,Shitala Devi Mandir,2.48,3-6km,5,Bandra,1.72,5.82,29,32,4,19.0529554,72.8240232,12.75,Bandra West,Maharashtra,1,6/28/2022,6/28/2022,medium,Hill Road Garden,highway/bus_stop,Mehboob Studio,2022,4/13/2022
"MHADA Century Mill, Prabhadevi",Mumbai,south,under_construction,Asalpha,yes,Lower Parel Business District,1.35,blue,11.48,yes,no,FALSE,Siddhivinayak Temple,0.33,0-3km,4,Prabhadevi,1.17,9.14,47,48,5,19.0148811,72.8279556,8.5,G/S Ward,Maharashtra,1,6/27/2022,6/27/2022,high,Prabhadevi,place/suburb,Prabhadevi,2022,4/13/2022
"Midas Enclave CHS , Nandiadwala Colony",Mumbai,east,under_construction,Ghatkopar L1,yes,Belapur CBD,4.85,blue,17.88,yes,no,FALSE,Khargar Village,0.59,3-6km,0,Kharghar,2.9,22.59,15,27,4,19.0483228,73.0732714,27.82,Kharghar,Maharashtra,3,7/7/2022,7/7/2022,medium,"Jal Vayu Bihar Defense Enclave CHS, Phase 2",landuse/residential,Midas Enclave CHS,2022,4/13/2022
"Midas PMGP Mhada Colony, PMGP Colony",Mumbai,south,under_construction,Asalpha,yes,Bandra Kurla Complex,1.9,blue,6.21,yes,no,FALSE,Dharavi,1.29,0-3km,8,Sion,0.5,4.41,29,50,4,19.0505605,72.8611572,12.72,Dharavi,Maharashtra,1,6/2/2022,6/2/2022,high,PMGP Colony,place/neighbourhood,PMGP Colony,2022,4/13/2022
"MidCity Shikhar, Andheri West",Mumbai,west,operational,Azad Nagar,yes,SEEPZ Andheri East,2.13,blue,1.14,yes,yes,TRUE,Azad Nagar,1.14,0-3km,13,Andheri,1.34,4.28,33,91,15,19.1172495,72.833968,19.84,K/W Ward,Maharashtra,1,6/29/2022,6/29/2022,high,Andheri West,place/suburb,Andheri West,2022,4/13/2022
"Milap CHS, Seven Bungalows",Mumbai,west,operational,Versova,yes,SEEPZ Andheri East,3.78,blue,0.05,yes,yes,TRUE,Versova,0.05,3-6km,9,Andheri,2.86,6.2,27,57,18,19.1297617,72.8213781,21.29,K/W Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Seven Bungalows,place/neighbourhood,Seven Bungalows,2022,4/13/2022
"Mindspace, Mindspace",Mumbai,east,none,Ghatkopar L1,yes,Vashi Business District,4.01,blue,12.79,no,no,TRUE,CBD Belapur,3.91,3-6km,2,Juinagar,0.74,17.46,26,17,4,19.0523195,73.0241788,23.52,Juinagar,Maharashtra,2,7/7/2022,7/7/2022,low,Mindspace - Juinagar,landuse/commercial,Mindspace Mindspace,2022,4/13/2022
Mira Bhayandar,Mumbai,north,operational,Anand Nagar,no,Mindspace Malad,10.74,yellow,2.4,yes,yes,TRUE,Miragaon,0.26,6km+,0,Mira Road,3,20.36,4,12,6,19.2722556,72.8828004,37.41,Kashimira,Maharashtra,1,7/7/2022,7/7/2022,low,Mira Bhayandar Road,highway/primary,Mira Bhayandar,2022,4/13/2022
Mira Road,Mumbai,north,none,Kandarpada,no,Mindspace Malad,10.97,yellow,2.85,no,no,TRUE,Kashigaon,2.58,6km+,0,Mira Road,0,21.31,8,40,5,19.2816975,72.8560676,38.19,Mira,Maharashtra,4,4/29/2022,6/12/2022,medium,Mira Road,railway/station,Mira Road,2022,4/13/2022
Mira Road East,Mumbai,north,under_construction,Anand Nagar,no,Mindspace Malad,10.98,yellow,2.81,yes,no,FALSE,Kashigaon,2.3,6km+,0,Mira Road,0.27,21.27,9,41,6,19.2813896,72.858639,38.17,Mira,Maharashtra,3,6/12/2022,6/30/2022,medium,Mira Road Station East,highway/bus_stop,Mira Road East,2022,4/13/2022
"MJ Shah Centrio, Chembur",Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.65,blue,3.7,yes,no,FALSE,Diamond Garden,0.53,3-6km,5,VNP & RC Marg Junction,0.46,5.39,32,81,13,19.054818,72.8979713,14.48,M/W Ward,Maharashtra,2,6/12/2022,6/12/2022,high,Chembur,place/suburb,Chembur,2022,4/13/2022
Model Town,Mumbai,east,operational,Western Express Highway,yes,MIDC Andheri East,1.83,blue,2.34,yes,yes,TRUE,SEEPZ,0.95,0-3km,17,Jogeshwari (Western Line),2.13,4.84,13,45,2,19.1332555,72.8690288,21.91,K/E Ward,Maharashtra,1,5/21/2022,5/21/2022,high,Model Town,place/neighbourhood,Model Town,2022,4/13/2022
"Montana Giona, Moti Nagar",Mumbai,west,operational,Andheri (West),yes,Nirlon Knowledge Park,1.77,yellow,2.27,yes,yes,TRUE,Oshiwara,0.5,0-3km,12,Ram Mandir,1.32,7.01,22,57,15,19.148587,72.8378546,23.33,K/W Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Motilal Nagar I,place/neighbourhood,Moti Nagar,2022,4/13/2022
"Mount Marry, Bandra West",Mumbai,south,under_construction,Western Express Highway,yes,Bandra Kurla Complex,4.95,blue,8.25,yes,no,FALSE,Shitala Devi Mandir,2.32,3-6km,5,Bandra,1.96,6.24,25,26,4,19.0488129,72.8227516,12.3,Bandra West,Maharashtra,1,6/20/2022,6/20/2022,high,Mount Mary,place/neighbourhood,Mount Marry Bandra West,2022,4/13/2022
"Mount Marry, Mount Mary",Mumbai,south,under_construction,Western Express Highway,yes,Bandra Kurla Complex,4.95,blue,8.25,yes,no,FALSE,Shitala Devi Mandir,2.32,3-6km,5,Bandra,1.96,6.24,25,26,4,19.0488129,72.8227516,12.3,Bandra West,Maharashtra,1,7/9/2022,7/9/2022,high,Mount Mary,place/neighbourhood,Mount Marry Mount Mary,2022,4/13/2022
Mount Mary,Mumbai,south,under_construction,Western Express Highway,yes,Bandra Kurla Complex,4.95,blue,8.25,yes,no,FALSE,Shitala Devi Mandir,2.32,3-6km,5,Bandra,1.96,6.24,25,26,4,19.0488129,72.8227516,12.3,Bandra West,Maharashtra,1,6/20/2022,6/20/2022,high,Mount Mary,place/neighbourhood,Mount Mary,2022,4/13/2022
"MUKTA MAHEK, Thakur Complex",Mumbai,north,operational,Magathane,yes,Mindspace Malad,3.88,red,0.67,yes,yes,TRUE,Magathane,0.67,3-6km,0,Kandivali,1.54,13.47,6,59,12,19.2112442,72.8643107,30.45,R/S Ward,Maharashtra,2,5/14/2022,6/30/2022,medium,Thakur Complex,landuse/residential,Thakur Complex,2022,4/13/2022
Mukund Nagar,Mumbai,east,operational,Airport Road,yes,MIDC Andheri East,0.7,blue,0.22,yes,yes,TRUE,Airport Road,0.22,0-3km,21,Andheri,2.88,2.54,10,36,5,19.111165,72.8723456,19.56,K/E Ward,Maharashtra,1,6/28/2022,6/28/2022,medium,Mukund Nagar CHS Ltd,landuse/residential,Mukund Nagar,2022,4/13/2022
Mulund East,Mumbai,east,none,Jagruti Nagar,yes,Wagle Estate Thane,3.29,blue,10.66,no,no,TRUE,Azad Nagar Bus Stop,8.12,3-6km,13,Mulund,0.49,13.64,34,80,14,19.1704719,72.9610447,28.95,T Ward,Maharashtra,3,5/27/2022,7/7/2022,high,Mulund East,place/suburb,Mulund East,2022,4/13/2022
Mulund Railway Station,Mumbai,east,none,Aarey,yes,Wagle Estate Thane,2.83,red,10.35,no,no,TRUE,Azad Nagar Bus Stop,7.89,0-3km,11,Mulund,0.19,13.58,41,102,16,19.1737498,72.957208,29.09,T Ward,Maharashtra,1,5/19/2022,5/19/2022,medium,Mulund Railway Station (W),highway/bus_stop,Mulund Railway Station,2022,4/13/2022
Mulund West,Mumbai,east,none,Aarey,yes,Wagle Estate Thane,2.95,red,9.71,no,no,TRUE,Azad Nagar Bus Stop,8.29,0-3km,5,Mulund,0.58,12.99,43,86,17,19.1719717,72.9511956,28.64,T Ward,Maharashtra,7,4/29/2022,6/16/2022,high,Mulund West,place/suburb,Mulund West,2022,4/13/2022
Mumbai Central,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,3.89,blue,16.02,yes,no,FALSE,Jagannath Shankar Sheth Metro,0.2,3-6km,1,Mumbai Central,0,14.17,64,85,7,18.9695855,72.8193152,3.82,E Ward,Maharashtra,2,6/16/2022,7/9/2022,medium,Mumbai Central,railway/station,Mumbai Central,2022,4/13/2022
"Nahar Amrit Shakti powai, Chandivali",Mumbai,east,operational,Saki Naka,yes,Hiranandani Business Park Powai,1.44,blue,0.93,yes,yes,TRUE,Saki Naka,0.93,0-3km,19,Ghatkopar,2.98,3.94,14,36,13,19.1091482,72.8945793,19.94,L Ward,Maharashtra,3,6/7/2022,7/7/2022,high,Chandivali,place/suburb,Chandivali,2022,4/13/2022
"Nahar Jonquille and Jamaica, Chandivali",Mumbai,east,operational,Saki Naka,yes,Hiranandani Business Park Powai,1.44,blue,0.93,yes,yes,TRUE,Saki Naka,0.93,0-3km,19,Ghatkopar,2.98,3.94,14,36,13,19.1091482,72.8945793,19.94,L Ward,Maharashtra,1,5/31/2022,5/31/2022,high,Chandivali,place/suburb,Chandivali,2022,4/13/2022
Nahur Gaothan,Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,6/16/2022,6/16/2022,none,,,,2022,4/13/2022
Naigaon East,Mumbai,north,none,Anand Nagar,no,Mindspace Malad,20.49,yellow,12.27,no,no,TRUE,Kashigaon,10.19,6km+,0,Juichandra,1.48,30.83,1,1,0,19.3673834,72.8603139,47.73,Sukalapada,Maharashtra,1,4/28/2022,4/28/2022,low,Naigaon East Vasai Link Road,highway/tertiary,Naigaon East,2022,4/13/2022
"Nakoda Heights, Nalasopara",Mumbai,north,none,Kandarpada,no,Mindspace Malad,26.38,yellow,18.49,no,no,TRUE,Kashigaon,17.1,6km+,0,Nalla Sopara,0.29,37,4,42,6,19.4203577,72.8194857,53.57,Vasai-Virar,Maharashtra,2,6/2/2022,6/20/2022,low,Nala Sopara,place/borough,Nalasopara,2022,4/13/2022
Nalasopara West,Mumbai,north,none,Kandarpada,no,Mindspace Malad,26.39,yellow,18.54,no,no,TRUE,Kashigaon,17.22,6km+,0,Nalla Sopara,0.37,37.03,4,41,6,19.4201889,72.8160122,53.57,Nallasopara West,Maharashtra,2,5/31/2022,6/2/2022,low,Nalasopara Flyover,highway/secondary,Nalasopara West,2022,4/13/2022
